1.978700397008985590e-01 1.391873362407528361e-02
1.962912314262403868e-01 1.407863070311324988e-02
1.870620770534117128e-01 1.465360920162026362e-02
1.764133870534188020e-01 1.717486126886911060e-02
1.713021097472449128e-01 1.740583091926659054e-02
1.639770723534965668e-01 1.765323833633114167e-02
1.639591175563595016e-01 1.577999992754835698e-02
1.609633540437265253e-01 1.663463120207247029e-02
1.596691746480551899e-01 1.725575297690491033e-02
1.595134633051600304e-01 1.840599458331105762e-02
1.473086949228026299e-01 1.366968993705662203e-02
1.005353069609640215e-01 2.418721224471641340e-02
1.000237959713885516e-01 1.771836725504075810e-02
9.942328571239045232e-02 1.536333861176762683e-02
9.915582530713962228e-02 1.452242909026233916e-02
9.905918079215680905e-02 1.553394352986302816e-02
3.925271238498240223e-02 1.241617104233811754e-02
3.060674862661016959e-02 1.424467243875019579e-02
2.708452854249543407e-02 1.603451910961338489e-02
1.691555131922584110e-02 1.227635431052048927e-02
1.640368161696770244e-02 1.278343620087102513e-02
1.640150175900600971e-02 1.372976406796845225e-02
1.158684476651572481e-02 1.665466863424286750e-02
1.145391307209919773e-02 1.769617266027532707e-02
1.145068009831362588e-02 1.903447888309327263e-02
1.140047999773230458e-02 2.100016749954035714e-02
1.136351015987102642e-02 2.804989575251906619e-02
1.106345574144285138e-02 3.559983335153452111e-02
1.103565758901936533e-02 4.165145425254809103e-02
1.033202071335637129e-02 4.497547965158989886e-02
9.285267056817758657e-03 1.018942907624394156e-01
-5.705225243772815702e-04 2.477664270491720111e-01
-1.502346237018059583e-02 5.092066774160775022e-01
-7.655219567878290832e-02 2.985369696017229568e+00
-7.929843950193671276e-02 1.682050567204272440e+01
