1.009406032550547172e+00 0.000000000000000000e+00
1.009375752008451421e+00 0.000000000000000000e+00
1.010639808601283773e+00 0.000000000000000000e+00
1.012344850491771586e+00 0.000000000000000000e+00
1.012036108040671900e+00 0.000000000000000000e+00
1.012993535294261394e+00 0.000000000000000000e+00
1.012995665802435274e+00 0.000000000000000000e+00
1.013237284496531165e+00 0.000000000000000000e+00
1.013272048970525363e+00 0.000000000000000000e+00
1.013326807197892476e+00 0.000000000000000000e+00
1.013694822224896486e+00 0.000000000000000000e+00
1.012287095539583959e+00 0.000000000000000000e+00
1.012332411150073108e+00 0.000000000000000000e+00
1.012204233790160002e+00 0.000000000000000000e+00
1.012121499700812111e+00 0.000000000000000000e+00
1.012037640056361543e+00 0.000000000000000000e+00
1.008337748559519298e+00 0.000000000000000000e+00
1.007481539919461655e+00 0.000000000000000000e+00
1.007708962867343461e+00 0.000000000000000000e+00
1.009639730943061586e+00 0.000000000000000000e+00
1.009825600256469391e+00 0.000000000000000000e+00
1.009836153408472770e+00 0.000000000000000000e+00
1.009862866522209135e+00 0.000000000000000000e+00
1.009915651358042510e+00 0.000000000000000000e+00
1.009935191241497554e+00 0.000000000000000000e+00
1.009925379948953150e+00 0.000000000000000000e+00
1.009923064443920326e+00 0.000000000000000000e+00
1.010002853755358032e+00 0.000000000000000000e+00
1.009989012515813300e+00 0.000000000000000000e+00
1.010282261786043856e+00 0.000000000000000000e+00
1.010475796946110894e+00 0.000000000000000000e+00
1.010274446709146234e+00 0.000000000000000000e+00
1.011640041197601425e+00 0.000000000000000000e+00
1.015272933775343001e+00 0.000000000000000000e+00
1.015936552224031786e+00 0.000000000000000000e+00
1.015956195375590454e+00 0.000000000000000000e+00
1.016142727101682741e+00 0.000000000000000000e+00
1.021603323563916588e+00 0.000000000000000000e+00
1.021999725015221738e+00 0.000000000000000000e+00
1.023234666943092286e+00 0.000000000000000000e+00
